Cooperation Complex for Metric CooperationMetric[org.bm.blaise.scio.graph.metrics.AdditiveSubsetMetric@157f0dc] and graph 0 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 1 1 0 
0 1 0 1 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 
0 0 0 1 0 1 1 0 0 
0 0 0 0 1 0 0 0 0 
0 1 0 0 1 0 0 1 0 
0 1 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 

Subset ; Subset Size ; Altruism ; Selfish ; All Participate/Assess ; All Participate/Partial Assess ; Partial Participate/Assess
[3, 5, 6, 7, 8] ; 5 ; 2.250 ; 2.750 ; 9.000 ; 6.250 ; 4.000
[3, 5, 6, 7, 9] ; 5 ; 2.250 ; 2.750 ; 9.000 ; 6.250 ; 4.000
[3, 5, 6, 8, 9] ; 5 ; 2.000 ; 3.000 ; 9.000 ; 6.000 ; 4.000
[3, 5, 7, 8, 9] ; 5 ; 2.250 ; 2.750 ; 9.000 ; 6.250 ; 4.000
[3, 6, 7, 8, 9] ; 5 ; 2.250 ; 2.750 ; 9.000 ; 6.250 ; 4.000
[4, 5, 6, 7, 8] ; 5 ; 1.875 ; 3.125 ; 9.000 ; 5.875 ; 4.000
[4, 5, 6, 7, 9] ; 5 ; 1.875 ; 3.125 ; 9.000 ; 5.875 ; 4.000
[4, 5, 6, 8, 9] ; 5 ; 2.000 ; 3.000 ; 9.000 ; 6.000 ; 4.000
[4, 5, 7, 8, 9] ; 5 ; 2.250 ; 2.750 ; 9.000 ; 6.250 ; 4.000
[4, 6, 7, 8, 9] ; 5 ; 2.250 ; 2.750 ; 9.000 ; 6.250 ; 4.000
[5, 6, 7, 8, 9] ; 5 ; 2.000 ; 3.000 ; 9.000 ; 6.000 ; 4.000
[1, 2, 3, 4, 5, 6] ; 6 ; 2.000 ; 4.000 ; 9.000 ; 5.000 ; 3.000
[1, 2, 3, 4, 5, 7] ; 6 ; 2.250 ; 3.750 ; 9.000 ; 5.250 ; 3.000
[1, 2, 3, 4, 5, 8] ; 6 ; 2.250 ; 3.750 ; 9.000 ; 5.250 ; 3.000
[1, 2, 3, 4, 5, 9] ; 6 ; 2.250 ; 3.750 ; 9.000 ; 5.250 ; 3.000
[1, 2, 3, 4, 6, 7] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 3, 4, 6, 8] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 3, 4, 6, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 3, 4, 7, 8] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[1, 2, 3, 4, 7, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 3, 4, 8, 9] ; 6 ; 2.250 ; 3.750 ; 9.000 ; 5.250 ; 3.000
[1, 2, 3, 5, 6, 7] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 3, 5, 6, 8] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 3, 5, 6, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 3, 5, 7, 8] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[1, 2, 3, 5, 7, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 2, 3, 5, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 3, 6, 7, 8] ; 6 ; 2.375 ; 3.625 ; 9.000 ; 5.375 ; 3.000
[1, 2, 3, 6, 7, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 2, 3, 6, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 3, 7, 8, 9] ; 6 ; 1.750 ; 4.250 ; 9.000 ; 4.750 ; 3.000
[1, 2, 4, 5, 6, 7] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[1, 2, 4, 5, 6, 8] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 4, 5, 6, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 4, 5, 7, 8] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 4, 5, 7, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 2, 4, 5, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 4, 6, 7, 8] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 2, 4, 6, 7, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 2, 4, 6, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 4, 7, 8, 9] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[1, 2, 5, 6, 7, 8] ; 6 ; 2.250 ; 3.750 ; 9.000 ; 5.250 ; 3.000
[1, 2, 5, 6, 7, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 2, 5, 6, 8, 9] ; 6 ; 2.250 ; 3.750 ; 9.000 ; 5.250 ; 3.000
[1, 2, 5, 7, 8, 9] ; 6 ; 1.875 ; 4.125 ; 9.000 ; 4.875 ; 3.000
[1, 2, 6, 7, 8, 9] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[1, 3, 4, 5, 6, 7] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[1, 3, 4, 5, 6, 8] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 3, 4, 5, 6, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 3, 4, 5, 7, 8] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 3, 4, 5, 7, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 3, 4, 5, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 3, 4, 6, 7, 8] ; 6 ; 3.000 ; 3.000 ; 9.000 ; 6.000 ; 3.000
[1, 3, 4, 6, 7, 9] ; 6 ; 3.000 ; 3.000 ; 9.000 ; 6.000 ; 3.000
[1, 3, 4, 6, 8, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 3, 4, 7, 8, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 3, 5, 6, 7, 8] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 3, 5, 6, 7, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 3, 5, 6, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 3, 5, 7, 8, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 3, 6, 7, 8, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 4, 5, 6, 7, 8] ; 6 ; 2.375 ; 3.625 ; 9.000 ; 5.375 ; 3.000
[1, 4, 5, 6, 7, 9] ; 6 ; 2.375 ; 3.625 ; 9.000 ; 5.375 ; 3.000
[1, 4, 5, 6, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[1, 4, 5, 7, 8, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 4, 6, 7, 8, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[1, 5, 6, 7, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[2, 3, 4, 5, 6, 7] ; 6 ; 1.750 ; 4.250 ; 9.000 ; 4.750 ; 3.000
[2, 3, 4, 5, 6, 8] ; 6 ; 2.250 ; 3.750 ; 9.000 ; 5.250 ; 3.000
[2, 3, 4, 5, 6, 9] ; 6 ; 2.250 ; 3.750 ; 9.000 ; 5.250 ; 3.000
[2, 3, 4, 5, 7, 8] ; 6 ; 2.250 ; 3.750 ; 9.000 ; 5.250 ; 3.000
[2, 3, 4, 5, 7, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[2, 3, 4, 5, 8, 9] ; 6 ; 2.250 ; 3.750 ; 9.000 ; 5.250 ; 3.000
[2, 3, 4, 6, 7, 8] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[2, 3, 4, 6, 7, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[2, 3, 4, 6, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[2, 3, 4, 7, 8, 9] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[2, 3, 5, 6, 7, 8] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[2, 3, 5, 6, 7, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[2, 3, 5, 6, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[2, 3, 5, 7, 8, 9] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[2, 3, 6, 7, 8, 9] ; 6 ; 2.375 ; 3.625 ; 9.000 ; 5.375 ; 3.000
[2, 4, 5, 6, 7, 8] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[2, 4, 5, 6, 7, 9] ; 6 ; 2.375 ; 3.625 ; 9.000 ; 5.375 ; 3.000
[2, 4, 5, 6, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[2, 4, 5, 7, 8, 9] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[2, 4, 6, 7, 8, 9] ; 6 ; 2.375 ; 3.625 ; 9.000 ; 5.375 ; 3.000
[2, 5, 6, 7, 8, 9] ; 6 ; 1.875 ; 4.125 ; 9.000 ; 4.875 ; 3.000
[3, 4, 5, 6, 7, 8] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[3, 4, 5, 6, 7, 9] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[3, 4, 5, 6, 8, 9] ; 6 ; 2.250 ; 3.750 ; 9.000 ; 5.250 ; 3.000
[3, 4, 5, 7, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[3, 4, 6, 7, 8, 9] ; 6 ; 2.750 ; 3.250 ; 9.000 ; 5.750 ; 3.000
[3, 5, 6, 7, 8, 9] ; 6 ; 2.500 ; 3.500 ; 9.000 ; 5.500 ; 3.000
[4, 5, 6, 7, 8, 9] ; 6 ; 2.125 ; 3.875 ; 9.000 ; 5.125 ; 3.000
[1, 2, 3, 4, 5, 6, 7] ; 7 ; 2.000 ; 5.000 ; 9.000 ; 4.000 ; 2.000
[1, 2, 3, 4, 5, 6, 8] ; 7 ; 2.500 ; 4.500 ; 9.000 ; 4.500 ; 2.000
[1, 2, 3, 4, 5, 6, 9] ; 7 ; 2.500 ; 4.500 ; 9.000 ; 4.500 ; 2.000
[1, 2, 3, 4, 5, 7, 8] ; 7 ; 2.000 ; 5.000 ; 9.000 ; 4.000 ; 2.000
[1, 2, 3, 4, 5, 7, 9] ; 7 ; 2.750 ; 4.250 ; 9.000 ; 4.750 ; 2.000
[1, 2, 3, 4, 5, 8, 9] ; 7 ; 2.500 ; 4.500 ; 9.000 ; 4.500 ; 2.000
[1, 2, 3, 4, 6, 7, 8] ; 7 ; 2.625 ; 4.375 ; 9.000 ; 4.625 ; 2.000
[1, 2, 3, 4, 6, 7, 9] ; 7 ; 3.000 ; 4.000 ; 9.000 ; 5.000 ; 2.000
[1, 2, 3, 4, 6, 8, 9] ; 7 ; 2.750 ; 4.250 ; 9.000 ; 4.750 ; 2.000
[1, 2, 3, 4, 7, 8, 9] ; 7 ; 2.000 ; 5.000 ; 9.000 ; 4.000 ; 2.000
[1, 2, 3, 5, 6, 7, 8] ; 7 ; 2.375 ; 4.625 ; 9.000 ; 4.375 ; 2.000
[1, 2, 3, 5, 6, 7, 9] ; 7 ; 3.000 ; 4.000 ; 9.000 ; 5.000 ; 2.000
[1, 2, 3, 5, 6, 8, 9] ; 7 ; 2.750 ; 4.250 ; 9.000 ; 4.750 ; 2.000
[1, 2, 3, 5, 7, 8, 9] ; 7 ; 1.813 ; 5.188 ; 9.000 ; 3.813 ; 2.000
[1, 2, 3, 6, 7, 8, 9] ; 7 ; 2.250 ; 4.750 ; 9.000 ; 4.250 ; 2.000
[1, 2, 4, 5, 6, 7, 8] ; 7 ; 2.375 ; 4.625 ; 9.000 ; 4.375 ; 2.000
[1, 2, 4, 5, 6, 7, 9] ; 7 ; 2.625 ; 4.375 ; 9.000 ; 4.625 ; 2.000
[1, 2, 4, 5, 6, 8, 9] ; 7 ; 2.750 ; 4.250 ; 9.000 ; 4.750 ; 2.000
[1, 2, 4, 5, 7, 8, 9] ; 7 ; 2.375 ; 4.625 ; 9.000 ; 4.375 ; 2.000
[1, 2, 4, 6, 7, 8, 9] ; 7 ; 2.625 ; 4.375 ; 9.000 ; 4.625 ; 2.000
[1, 2, 5, 6, 7, 8, 9] ; 7 ; 2.125 ; 4.875 ; 9.000 ; 4.125 ; 2.000
[1, 3, 4, 5, 6, 7, 8] ; 7 ; 2.625 ; 4.375 ; 9.000 ; 4.625 ; 2.000
[1, 3, 4, 5, 6, 7, 9] ; 7 ; 2.625 ; 4.375 ; 9.000 ; 4.625 ; 2.000
[1, 3, 4, 5, 6, 8, 9] ; 7 ; 2.750 ; 4.250 ; 9.000 ; 4.750 ; 2.000
[1, 3, 4, 5, 7, 8, 9] ; 7 ; 3.000 ; 4.000 ; 9.000 ; 5.000 ; 2.000
[1, 3, 4, 6, 7, 8, 9] ; 7 ; 3.250 ; 3.750 ; 9.000 ; 5.250 ; 2.000
[1, 3, 5, 6, 7, 8, 9] ; 7 ; 3.000 ; 4.000 ; 9.000 ; 5.000 ; 2.000
[1, 4, 5, 6, 7, 8, 9] ; 7 ; 2.625 ; 4.375 ; 9.000 ; 4.625 ; 2.000
[2, 3, 4, 5, 6, 7, 8] ; 7 ; 1.813 ; 5.188 ; 9.000 ; 3.813 ; 2.000
[2, 3, 4, 5, 6, 7, 9] ; 7 ; 2.250 ; 4.750 ; 9.000 ; 4.250 ; 2.000
[2, 3, 4, 5, 6, 8, 9] ; 7 ; 2.500 ; 4.500 ; 9.000 ; 4.500 ; 2.000
[2, 3, 4, 5, 7, 8, 9] ; 7 ; 2.125 ; 4.875 ; 9.000 ; 4.125 ; 2.000
[2, 3, 4, 6, 7, 8, 9] ; 7 ; 2.625 ; 4.375 ; 9.000 ; 4.625 ; 2.000
[2, 3, 5, 6, 7, 8, 9] ; 7 ; 2.375 ; 4.625 ; 9.000 ; 4.375 ; 2.000
[2, 4, 5, 6, 7, 8, 9] ; 7 ; 2.000 ; 5.000 ; 9.000 ; 4.000 ; 2.000
[3, 4, 5, 6, 7, 8, 9] ; 7 ; 2.375 ; 4.625 ; 9.000 ; 4.375 ; 2.000
[1, 2, 3, 4, 5, 6, 7, 8] ; 8 ; 1.500 ; 6.500 ; 9.000 ; 2.500 ; 1.000
[1, 2, 3, 4, 5, 6, 7, 9] ; 8 ; 2.500 ; 5.500 ; 9.000 ; 3.500 ; 1.000
[1, 2, 3, 4, 5, 6, 8, 9] ; 8 ; 2.750 ; 5.250 ; 9.000 ; 3.750 ; 1.000
[1, 2, 3, 4, 5, 7, 8, 9] ; 8 ; 1.500 ; 6.500 ; 9.000 ; 2.500 ; 1.000
[1, 2, 3, 4, 6, 7, 8, 9] ; 8 ; 2.500 ; 5.500 ; 9.000 ; 3.500 ; 1.000
[1, 2, 3, 5, 6, 7, 8, 9] ; 8 ; 2.063 ; 5.938 ; 9.000 ; 3.063 ; 1.000
[1, 2, 4, 5, 6, 7, 8, 9] ; 8 ; 2.250 ; 5.750 ; 9.000 ; 3.250 ; 1.000
[1, 3, 4, 5, 6, 7, 8, 9] ; 8 ; 2.875 ; 5.125 ; 9.000 ; 3.875 ; 1.000
[2, 3, 4, 5, 6, 7, 8, 9] ; 8 ; 1.688 ; 6.313 ; 9.000 ; 2.688 ; 1.000
[1, 2, 3, 4, 5, 6, 7, 8, 9] ; 9 ; 0.000 ; 9.000 ; 9.000 ; 0.000 ; 0.000
Cooperation Complex for Metric CooperationMetric[CoopNetAnalysis$AverageDistanceSubsetMetric@1cf8583] and graph 0 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 1 1 0 
0 1 0 1 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 
0 0 0 1 0 1 1 0 0 
0 0 0 0 1 0 0 0 0 
0 1 0 0 1 0 0 1 0 
0 1 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 

Subset ; Subset Size ; Altruism ; Selfish ; All Participate/Assess ; All Participate/Partial Assess ; Partial Participate/Assess
[] ; 0 ; 0.000 ; 0.000 ; 2.139 ; 2.139 ; 2.139
[1] ; 1 ; 0.000 ; 0.103 ; 2.139 ; 2.036 ; 2.036
[2] ; 1 ; 0.750 ; -0.147 ; 2.139 ; 2.286 ; 1.536
[3] ; 1 ; -0.071 ; -0.040 ; 2.139 ; 2.179 ; 2.250
[4] ; 1 ; -0.071 ; 0.032 ; 2.139 ; 2.107 ; 2.179
[5] ; 1 ; 0.964 ; -0.075 ; 2.139 ; 2.214 ; 1.250
[6] ; 1 ; 0.000 ; 0.175 ; 2.139 ; 1.964 ; 1.964
[7] ; 1 ; -0.429 ; -0.147 ; 2.139 ; 2.286 ; 2.714
[8] ; 1 ; 1.000 ; -0.075 ; 2.139 ; 2.214 ; 1.214
[9] ; 1 ; 0.000 ; 0.175 ; 2.139 ; 1.964 ; 1.964
[1, 2] ; 2 ; -0.238 ; -0.004 ; 2.139 ; 2.143 ; 2.381
[1, 3] ; 2 ; -0.048 ; 0.091 ; 2.139 ; 2.048 ; 2.095
[1, 4] ; 2 ; -0.095 ; 0.139 ; 2.139 ; 2.000 ; 2.095
[1, 5] ; 2 ; 1.048 ; -0.004 ; 2.139 ; 2.143 ; 1.095
[1, 6] ; 2 ; 0.000 ; 0.282 ; 2.139 ; 1.857 ; 1.857
[1, 7] ; 2 ; -0.476 ; -0.052 ; 2.139 ; 2.190 ; 2.667
[1, 8] ; 2 ; 1.143 ; 0.044 ; 2.139 ; 2.095 ; 0.952
[1, 9] ; 2 ; 0.000 ; 0.329 ; 2.139 ; 1.810 ; 1.810
[2, 3] ; 2 ; 1.095 ; -0.194 ; 2.139 ; 2.333 ; 1.238
[2, 4] ; 2 ; 1.857 ; -0.147 ; 2.139 ; 2.286 ; 0.429
[2, 5] ; 2 ; 3.000 ; -0.290 ; 2.139 ; 2.429 ; -0.571
[2, 6] ; 2 ; 0.762 ; -0.004 ; 2.139 ; 2.143 ; 1.381
[2, 7] ; 2 ; 2.619 ; -0.337 ; 2.139 ; 2.476 ; -0.143
[2, 8] ; 2 ; 2.048 ; -0.242 ; 2.139 ; 2.381 ; 0.333
[2, 9] ; 2 ; 0.905 ; 0.044 ; 2.139 ; 2.095 ; 1.190
[3, 4] ; 2 ; 0.000 ; 0.044 ; 2.139 ; 2.095 ; 2.095
[3, 5] ; 2 ; 2.048 ; -0.147 ; 2.139 ; 2.286 ; 0.238
[3, 6] ; 2 ; -0.095 ; 0.139 ; 2.139 ; 2.000 ; 2.095
[3, 7] ; 2 ; 2.286 ; -0.242 ; 2.139 ; 2.381 ; 0.095
[3, 8] ; 2 ; 1.048 ; -0.147 ; 2.139 ; 2.286 ; 1.238
[3, 9] ; 2 ; -0.095 ; 0.139 ; 2.139 ; 2.000 ; 2.095
[4, 5] ; 2 ; 1.190 ; -0.004 ; 2.139 ; 2.143 ; 0.952
[4, 6] ; 2 ; -0.048 ; 0.282 ; 2.139 ; 1.857 ; 1.905
[4, 7] ; 2 ; 1.857 ; -0.147 ; 2.139 ; 2.286 ; 0.429
[4, 8] ; 2 ; 1.000 ; -0.099 ; 2.139 ; 2.238 ; 1.238
[4, 9] ; 2 ; -0.095 ; 0.187 ; 2.139 ; 1.952 ; 2.048
[5, 6] ; 2 ; -0.048 ; 0.187 ; 2.139 ; 1.952 ; 2.000
[5, 7] ; 2 ; 1.190 ; -0.242 ; 2.139 ; 2.381 ; 1.190
[5, 8] ; 2 ; 2.000 ; -0.194 ; 2.139 ; 2.333 ; 0.333
[5, 9] ; 2 ; 1.048 ; 0.091 ; 2.139 ; 2.048 ; 1.000
[6, 7] ; 2 ; -0.286 ; 0.044 ; 2.139 ; 2.095 ; 2.381
[6, 8] ; 2 ; 1.095 ; 0.091 ; 2.139 ; 2.048 ; 0.952
[6, 9] ; 2 ; 0.000 ; 0.377 ; 2.139 ; 1.762 ; 1.762
[7, 8] ; 2 ; 1.000 ; -0.242 ; 2.139 ; 2.381 ; 1.381
[7, 9] ; 2 ; -0.381 ; 0.044 ; 2.139 ; 2.095 ; 2.476
[8, 9] ; 2 ; 0.000 ; 0.187 ; 2.139 ; 1.952 ; 1.952
[1, 2, 3] ; 3 ; 0.000 ; 0.006 ; 2.139 ; 2.133 ; 2.133
[1, 2, 4] ; 3 ; 1.133 ; 0.006 ; 2.139 ; 2.133 ; 1.000
[1, 2, 5] ; 3 ; 2.733 ; -0.194 ; 2.139 ; 2.333 ; -0.400
[1, 2, 6] ; 3 ; -0.333 ; 0.139 ; 2.139 ; 2.000 ; 2.333
[1, 2, 7] ; 3 ; 2.133 ; -0.194 ; 2.139 ; 2.333 ; 0.200
[1, 2, 8] ; 3 ; 1.333 ; -0.061 ; 2.139 ; 2.200 ; 0.867
[1, 2, 9] ; 3 ; -0.200 ; 0.272 ; 2.139 ; 1.867 ; 2.067
[1, 3, 4] ; 3 ; 0.000 ; 0.206 ; 2.139 ; 1.933 ; 1.933
[1, 3, 5] ; 3 ; 2.267 ; -0.061 ; 2.139 ; 2.200 ; -0.067
[1, 3, 6] ; 3 ; -0.067 ; 0.272 ; 2.139 ; 1.867 ; 1.933
[1, 3, 7] ; 3 ; 2.333 ; -0.128 ; 2.139 ; 2.267 ; -0.067
[1, 3, 8] ; 3 ; 1.267 ; 0.006 ; 2.139 ; 2.133 ; 0.867
[1, 3, 9] ; 3 ; -0.067 ; 0.339 ; 2.139 ; 1.800 ; 1.867
[1, 4, 5] ; 3 ; 1.333 ; 0.072 ; 2.139 ; 2.067 ; 0.733
[1, 4, 6] ; 3 ; -0.067 ; 0.406 ; 2.139 ; 1.733 ; 1.800
[1, 4, 7] ; 3 ; 2.000 ; -0.061 ; 2.139 ; 2.200 ; 0.200
[1, 4, 8] ; 3 ; 1.133 ; 0.006 ; 2.139 ; 2.133 ; 1.000
[1, 4, 9] ; 3 ; -0.133 ; 0.339 ; 2.139 ; 1.800 ; 1.933
[1, 5, 6] ; 3 ; -0.067 ; 0.272 ; 2.139 ; 1.867 ; 1.933
[1, 5, 7] ; 3 ; 1.333 ; -0.194 ; 2.139 ; 2.333 ; 1.000
[1, 5, 8] ; 3 ; 2.200 ; -0.128 ; 2.139 ; 2.267 ; 0.067
[1, 5, 9] ; 3 ; 1.133 ; 0.206 ; 2.139 ; 1.933 ; 0.800
[1, 6, 7] ; 3 ; -0.333 ; 0.139 ; 2.139 ; 2.000 ; 2.333
[1, 6, 8] ; 3 ; 1.267 ; 0.206 ; 2.139 ; 1.933 ; 0.667
[1, 6, 9] ; 3 ; 0.000 ; 0.539 ; 2.139 ; 1.600 ; 1.600
[1, 7, 8] ; 3 ; 1.267 ; -0.128 ; 2.139 ; 2.267 ; 1.000
[1, 7, 9] ; 3 ; -0.400 ; 0.206 ; 2.139 ; 1.933 ; 2.333
[1, 8, 9] ; 3 ; 0.000 ; 0.406 ; 2.139 ; 1.733 ; 1.733
[2, 3, 4] ; 3 ; 1.267 ; -0.128 ; 2.139 ; 2.267 ; 1.000
[2, 3, 5] ; 3 ; 3.067 ; -0.394 ; 2.139 ; 2.533 ; -0.533
[2, 3, 6] ; 3 ; 1.200 ; -0.061 ; 2.139 ; 2.200 ; 1.000
[2, 3, 7] ; 3 ; 3.000 ; -0.461 ; 2.139 ; 2.600 ; -0.400
[2, 3, 8] ; 3 ; 2.467 ; -0.328 ; 2.139 ; 2.467 ; 0.000
[2, 3, 9] ; 3 ; 1.267 ; 0.006 ; 2.139 ; 2.133 ; 0.867
[2, 4, 5] ; 3 ; 2.933 ; -0.261 ; 2.139 ; 2.400 ; -0.533
[2, 4, 6] ; 3 ; 2.000 ; 0.072 ; 2.139 ; 2.067 ; 0.067
[2, 4, 7] ; 3 ; 3.267 ; -0.394 ; 2.139 ; 2.533 ; -0.733
[2, 4, 8] ; 3 ; 3.000 ; -0.328 ; 2.139 ; 2.467 ; -0.533
[2, 4, 9] ; 3 ; 2.067 ; 0.006 ; 2.139 ; 2.133 ; 0.067
[2, 5, 6] ; 3 ; 2.600 ; -0.061 ; 2.139 ; 2.200 ; -0.400
[2, 5, 7] ; 3 ; 3.400 ; -0.528 ; 2.139 ; 2.667 ; -0.733
[2, 5, 8] ; 3 ; 3.467 ; -0.461 ; 2.139 ; 2.600 ; -0.867
[2, 5, 9] ; 3 ; 3.000 ; -0.128 ; 2.139 ; 2.267 ; -0.733
[2, 6, 7] ; 3 ; 2.733 ; -0.194 ; 2.139 ; 2.333 ; -0.400
[2, 6, 8] ; 3 ; 2.200 ; -0.128 ; 2.139 ; 2.267 ; 0.067
[2, 6, 9] ; 3 ; 0.933 ; 0.206 ; 2.139 ; 1.933 ; 1.000
[2, 7, 8] ; 3 ; 2.533 ; -0.461 ; 2.139 ; 2.600 ; 0.067
[2, 7, 9] ; 3 ; 2.200 ; -0.128 ; 2.139 ; 2.267 ; 0.067
[2, 8, 9] ; 3 ; 1.200 ; 0.072 ; 2.139 ; 2.067 ; 0.867
[3, 4, 5] ; 3 ; 1.400 ; 0.006 ; 2.139 ; 2.133 ; 0.733
[3, 4, 6] ; 3 ; 0.000 ; 0.339 ; 2.139 ; 1.800 ; 1.800
[3, 4, 7] ; 3 ; 2.133 ; -0.194 ; 2.139 ; 2.333 ; 0.200
[3, 4, 8] ; 3 ; 1.267 ; -0.128 ; 2.139 ; 2.267 ; 1.000
[3, 4, 9] ; 3 ; 0.000 ; 0.206 ; 2.139 ; 1.933 ; 1.933
[3, 5, 6] ; 3 ; 1.267 ; 0.139 ; 2.139 ; 2.000 ; 0.733
[3, 5, 7] ; 3 ; 2.467 ; -0.394 ; 2.139 ; 2.533 ; 0.067
[3, 5, 8] ; 3 ; 3.000 ; -0.328 ; 2.139 ; 2.467 ; -0.533
[3, 5, 9] ; 3 ; 2.200 ; 0.006 ; 2.139 ; 2.133 ; -0.067
[3, 6, 7] ; 3 ; 2.000 ; -0.061 ; 2.139 ; 2.200 ; 0.200
[3, 6, 8] ; 3 ; 1.133 ; 0.006 ; 2.139 ; 2.133 ; 1.000
[3, 6, 9] ; 3 ; -0.133 ; 0.339 ; 2.139 ; 1.800 ; 1.933
